DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R6146,UU,UU,Parallel,Active,1200 Block VARSITY ESTATES RD NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.168719 51.1025341, -114.1687267 51.1025346, -114.1687344 51.1025349, -114.168743 51.1025349, -114.1687517 51.1025347, -114.1687603 51.1025342, -114.1687689 51.1025333, -114.1687776 51.1025321, -114.1687853 51.1025307, -114.1687928 51.1025291, -114.1688001 51.1025273, -114.1688071 51.1025251, -114.1688138 51.1025225, -114.1688194 51.10252, -114.1688251 51.1025174, -114.1688308 51.1025149, -114.1688365 51.1025124, -114.1688422 51.1025098, -114.168854 51.1025039, -114.1689715 51.1024447, -114.1690937 51.1023848, -114.1692093 51.1023282, -114.1693286 51.1022693, -114.1694346 51.1022168, -114.1695099 51.1021804, -114.1695141 51.1021777, -114.1695184 51.1021751, -114.1695226 51.1021724, -114.1695269 51.1021698, -114.1695311 51.1021671, -114.1695351 51.1021645, -114.1695389 51.1021618, -114.1695425 51.102159, -114.169546 51.1021561, -114.1695494 51.1021531, -114.1695524 51.1021504, -114.1695551 51.1021476, -114.1695575 51.1021447, -114.1695597 51.1021417, -114.1695617 51.1021386, -114.1695637 51.1021353, -114.1695654 51.1021319, -114.1695668 51.1021285, -114.1695679 51.1021251, -114.1695682 51.1021243))",7c3af199-1417-4120-bcd7-fc7236ad06a7
R6163,RCK,RCK,Parallel,Active,4400 Block 13 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1505212 51.0414796, -114.1505681 51.0414796, -114.1510102 51.0414796, -114.1510243 51.0414796, -114.1510391 51.0414789, -114.1510546 51.0414761, -114.1510718 51.0414711, -114.1510895 51.0414642, -114.1511058 51.041456))",5d46b8ea-035f-44ff-8945-6ce251e03b58
R6167,RCK,RCK,Parallel,Active,4500 Block 13 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.151319 51.0414577, -114.1513277 51.0414624, -114.1513472 51.0414711, -114.1513713 51.0414768, -114.151392 51.04148, -114.1514276 51.0414813, -114.1516406 51.0414819, -114.1518717 51.0414826))",1370078b-4289-4445-a7a0-a467bedbe662
R6169,RCK,RCK,Parallel,Active,00 Block ROSSMERE RD SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1508622 51.0466338, -114.1509816 51.0466343, -114.1511576 51.0466346, -114.1512515 51.0466351, -114.151288 51.0466391, -114.1513125 51.0466471, -114.1513299 51.0466565, -114.1513306 51.0466572))",fcba4dd4-e95a-4cf8-ab22-8c850e5ae3da
R6192,RR,RR,Parallel,Active,3000 Block 13 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1296478 51.0405371, -114.1296673 51.0405428, -114.1296718 51.0405432, -114.1296918 51.0405454, -114.1297962 51.0405448, -114.1301116 51.0405446, -114.1304497 51.0405447, -114.1307961 51.0405444, -114.1310372 51.0405441, -114.1311886 51.040544))",29d403ab-8c40-42da-85dd-a4e33278f92e
R6215,RR,RR,Parallel,Active,2900 Block 12 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1280232 51.0413396, -114.1280318 51.0413488, -114.1280509 51.0413603, -114.12807 51.0413666, -114.1280865 51.041369, -114.1281134 51.0413696, -114.128185 51.0413701, -114.1284038 51.0413691, -114.1286542 51.0413688, -114.1287703 51.0413688))",4486c95f-cc91-4bb5-a05f-f337f6762c57
R6225,RR,RR,Parallel,Active,2600 Block 14 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1215062 51.0395949, -114.1215246 51.0395949, -114.1218635 51.0395941, -114.1220416 51.0395939, -114.1220526 51.0395938, -114.1220612 51.0395933, -114.1220694 51.0395921, -114.1220782 51.0395903, -114.122087 51.0395874, -114.1220955 51.0395843, -114.1221055 51.0395803, -114.1221156 51.0395769))",89c50323-66a8-414d-8134-5f4b8888ff56
R6246,RR,RR,Parallel,Active,3200 Block 12 AV SW,Collector,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1327577 51.0413518, -114.1327924 51.041362, -114.1328138 51.041364, -114.1328963 51.0413638, -114.133081 51.0413634, -114.1334552 51.0413635, -114.133643 51.0413636, -114.1338392 51.041363, -114.1339173 51.0413627, -114.1339306 51.0413625, -114.1339464 51.0413602, -114.1339672 51.0413545, -114.133985 51.0413444))",5ab45043-1711-4b0f-a5b8-45c8255a1c9c
R6247,RR,RR,Parallel,Active,3300 Block 12 AV SW,Collector,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1341735 51.0413516, -114.1341997 51.0413594, -114.1342191 51.041362, -114.1342488 51.0413629, -114.1349165 51.0413619, -114.1349548 51.0413601))",21e84575-189e-43e5-b05f-66991cd2c0e3
R6296,F,F,Parallel,Active,1700 Block 19 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0997568 51.0695834, -114.0997869 51.0695919, -114.0998154 51.0695943, -114.1018959 51.0695929, -114.1019273 51.0695907, -114.1019554 51.0695847, -114.1019845 51.0695734))",1856f0e2-8ae1-44c0-a117-eade2715600a
R6301,F,F,Parallel,Active,1700 Block 18 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0997303 51.0686798, -114.0997446 51.0686873, -114.0997605 51.0686932, -114.0997776 51.0686976, -114.0997957 51.0687003, -114.0998141 51.0687012, -114.101917 51.0686995, -114.101937 51.0686984, -114.1019564 51.0686952, -114.1019746 51.06869))",72218c42-8ee9-42a2-95b7-28ef38e233e8
R6334,F,F,Parallel,Active,1500 Block 18 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.095266 51.068668, -114.0952864 51.0686689, -114.0953063 51.068672, -114.095325 51.0686773, -114.0953419 51.0686845, -114.095358 51.0686913, -114.0953756 51.0686963, -114.0953944 51.0686994, -114.0954137 51.0687004, -114.095567 51.0687004, -114.0969633 51.0686999, -114.0969868 51.0686987, -114.0970098 51.0686952, -114.0970316 51.0686895, -114.0970516 51.0686817, -114.0970695 51.068672))",05a75490-00f3-41e5-be35-a084dcf47d74
R6370,F,F,Parallel,Active,900 Block 18 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0814738 51.0686912, -114.0815003 51.0687029, -114.0815157 51.0687067, -114.0815264 51.0687095, -114.0815395 51.0687112, -114.0815569 51.068712, -114.0815758 51.0687117, -114.081639 51.0687118, -114.0822247 51.0687115, -114.0828053 51.0687109, -114.0829275 51.0687104, -114.0829647 51.0687089, -114.0829974 51.0687056, -114.0829996 51.0687052))",1ac6bf57-0de5-42ce-84b1-4b54f7d4781e
R6392,F,F,Parallel,Active,1200 Block 21 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0874409 51.071362, -114.0874779 51.0713792, -114.0874867 51.0713817, -114.0874962 51.0713843, -114.0875064 51.0713858, -114.0875194 51.0713867, -114.0875317 51.0713868, -114.0877034 51.0713865, -114.0879527 51.0713866, -114.0882879 51.0713862, -114.0886141 51.0713859, -114.0888432 51.0713855, -114.089171 51.0713856, -114.0896639 51.0713852))",fb22f10f-201b-4589-a0d5-319f05dd7143
R6404,F,F,Parallel,Active,1100 Block 22 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0850251 51.0722716, -114.0850732 51.072281, -114.0854941 51.0722808, -114.0859727 51.0722805, -114.0864256 51.0722802, -114.0869016 51.0722798, -114.0869203 51.0722787, -114.0869331 51.0722767, -114.0869498 51.0722733, -114.0869657 51.0722693, -114.0869798 51.0722666, -114.0869799 51.0722664, -114.0870002 51.0722611, -114.0870153 51.0722571, -114.0870316 51.0722529, -114.0870442 51.0722511, -114.087056 51.0722509, -114.0870698 51.0722508, -114.0870818 51.0722516, -114.0870959 51.0722535, -114.0871062 51.0722566, -114.0871171 51.0722605, -114.0871259 51.0722643, -114.0871379 51.0722705, -114.0871453 51.0722752, -114.0871532 51.0722812, -114.0871589 51.0722879, -114.0871654 51.0722964, -114.0871696 51.0723047, -114.0871712 51.0723145, -114.0871723 51.0723219, -114.0871722 51.0723235))",f848ffe2-b924-44b3-90a5-1d0e644f56f4
R6449,F,F,Parallel,Active,1000 Block 18 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0831927 51.0686988, -114.0832025 51.0687014, -114.083209 51.0687031, -114.0832199 51.068706, -114.0832316 51.0687077, -114.0832484 51.0687096, -114.0832574 51.0687099, -114.083329 51.0687103, -114.0840992 51.0687101, -114.0846817 51.0687095, -114.0846915 51.0687094, -114.0846963 51.0687091, -114.0847023 51.0687082, -114.0847071 51.0687076, -114.0847116 51.0687067, -114.0847166 51.0687057, -114.084724 51.0687035, -114.0847264 51.068702, -114.0847322 51.0686999))",5fe60def-7192-4a38-bd37-6158b94d097a
R6451,F,F,Parallel,Active,800 Block 18 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0789892 51.0686645, -114.0789923 51.0686698, -114.0789978 51.0686752, -114.079004 51.0686804, -114.0790097 51.0686861, -114.0790174 51.0686926, -114.0790251 51.0686974, -114.079036 51.0687034, -114.0790458 51.0687079, -114.0790547 51.0687105, -114.0790629 51.0687121, -114.0790734 51.0687126, -114.0790872 51.0687127, -114.0791595 51.0687132, -114.0796458 51.0687129, -114.0802589 51.0687125, -114.0808903 51.068713, -114.0811488 51.0687125, -114.0811626 51.0687124, -114.0811739 51.0687114, -114.081188 51.0687101, -114.0812019 51.068708, -114.0812186 51.0687029, -114.0812356 51.0686966, -114.0812538 51.0686879))",54b8dad2-30f6-4b0b-8b7c-a27160918823
R6676,BEW,BEW,Parallel,Active,900 Block IMPERIAL WAY SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0831617 51.0112304, -114.0831609 51.011235, -114.0831605 51.0112397, -114.0831605 51.0112443, -114.0831607 51.011249, -114.0831613 51.0112537, -114.0831622 51.011258, -114.0831634 51.0112623, -114.0831648 51.0112666, -114.0831666 51.0112709, -114.0831686 51.0112751, -114.0831705 51.0112786, -114.0831726 51.0112819, -114.083175 51.0112852, -114.0831777 51.0112884, -114.0831808 51.0112915, -114.0831861 51.0112965, -114.0831919 51.011301, -114.0831982 51.0113053, -114.083205 51.0113093, -114.0832124 51.0113131, -114.0832206 51.0113168, -114.083229 51.0113201, -114.0832375 51.011323, -114.0832464 51.0113257, -114.0832556 51.0113281, -114.0832619 51.0113297, -114.0832682 51.0113311, -114.0832746 51.0113323, -114.0832811 51.0113333, -114.0832877 51.0113338, -114.0832955 51.011334, -114.0833032 51.0113342, -114.0833109 51.0113344, -114.0833187 51.0113344, -114.0833264 51.0113344, -114.0833396 51.0113343, -114.0833527 51.0113342, -114.0833658 51.0113341, -114.083379 51.0113339, -114.0833921 51.0113338, -114.0834096 51.0113337, -114.083427 51.0113335, -114.0834445 51.0113333, -114.083462 51.0113332, -114.0834795 51.0113331, -114.0834954 51.0113331, -114.0835114 51.0113331, -114.0835273 51.0113333, -114.0835433 51.0113334, -114.0835592 51.0113335, -114.0835715 51.0113335, -114.0835838 51.0113336, -114.0835961 51.0113337, -114.0836084 51.0113338, -114.0836206 51.0113338, -114.0836336 51.011334, -114.0836465 51.0113344, -114.0836595 51.0113349, -114.0836724 51.0113355, -114.0836853 51.011336, -114.0836967 51.0113366, -114.0837081 51.0113371, -114.0837195 51.0113378, -114.0837308 51.0113386, -114.0837421 51.0113395, -114.0837548 51.0113408, -114.0837674 51.0113421, -114.08378 51.0113436, -114.0837925 51.0113451, -114.0838051 51.0113466, -114.0838164 51.011348, -114.0838276 51.0113494, -114.0838389 51.0113508, -114.0838501 51.0113523, -114.0838614 51.0113539, -114.083873 51.0113556, -114.0838846 51.0113574, -114.0838961 51.0113594, -114.0839077 51.0113614, -114.0839191 51.0113636, -114.0839295 51.0113656, -114.0839399 51.0113677, -114.0839503 51.0113698, -114.0839607 51.0113719, -114.0839711 51.011374, -114.0839826 51.0113764, -114.0839941 51.0113787, -114.0840056 51.0113812, -114.084017 51.0113837, -114.0840285 51.0113862, -114.084041 51.0113892, -114.0840535 51.0113924, -114.0840658 51.0113958, -114.084078 51.0113993, -114.0840902 51.0114029, -114.0841001 51.011406, -114.0841101 51.011409, -114.08412 51.0114122, -114.0841299 51.0114153, -114.0841397 51.0114185, -114.084148 51.0114212, -114.0841562 51.0114239, -114.0841643 51.0114267, -114.0841725 51.0114295, -114.0841806 51.0114323, -114.084189 51.0114354, -114.0841974 51.0114385, -114.0842057 51.0114417, -114.0842139 51.0114449, -114.0842222 51.0114482, -114.0842311 51.0114517, -114.08424 51.0114553, -114.0842488 51.011459, -114.0842577 51.0114627, -114.0842664 51.0114664, -114.0842752 51.0114701, -114.0842838 51.0114739, -114.0842925 51.0114777, -114.0843011 51.0114816, -114.0843097 51.0114854, -114.0843162 51.0114884, -114.0843227 51.0114914, -114.0843292 51.0114944, -114.0843356 51.0114975, -114.084342 51.0115006, -114.084348 51.0115036, -114.084354 51.0115067, -114.08436 51.0115098, -114.0843659 51.011513, -114.0843718 51.0115161, -114.0843765 51.0115187, -114.0843813 51.0115212, -114.084386 51.0115238, -114.0843907 51.0115264, -114.0843954 51.0115289, -114.0844011 51.0115321, -114.0844068 51.0115353, -114.0844125 51.0115384, -114.0844181 51.0115416, -114.0844238 51.0115448, -114.0844282 51.0115472, -114.0844326 51.0115496, -114.0844371 51.011552, -114.0844416 51.0115543, -114.0844462 51.0115567, -114.0844488 51.0115579, -114.0844515 51.011559, -114.0844543 51.01156, -114.0844572 51.011561, -114.0844601 51.011562, -114.0844631 51.011563, -114.0844662 51.0115639, -114.0844693 51.0115648, -114.0844725 51.0115657, -114.0844757 51.0115665, -114.0844793 51.0115673, -114.084483 51.0115679, -114.0844866 51.0115685, -114.0844903 51.011569, -114.0844941 51.0115693, -114.0844976 51.0115695, -114.0845011 51.0115697, -114.0845046 51.0115697, -114.0845081 51.0115698, -114.0845116 51.0115697, -114.0845152 51.0115696, -114.0845189 51.0115695, -114.0845226 51.0115693, -114.0845263 51.0115691, -114.0845299 51.0115688, -114.0845339 51.0115684, -114.0845378 51.011568, -114.0845416 51.0115674, -114.0845454 51.0115667, -114.0845466 51.0115664))",770a9aae-e4e5-41d5-9c15-679b953adc0a
R6701,SCA,SCA,Parallel,Active,8800 Block SCURFIELD DR NW,Residential Street,E,0700-1700 MON-FRI,,,180,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2140127 51.1222692, -114.2140685 51.1222695, -114.2141939 51.1222703, -114.214329 51.1222705, -114.2144778 51.1222703, -114.2146298 51.1222715, -114.2147523 51.1222726, -114.2147523 51.1222726))",7bb7e7a6-6b66-491e-8436-3cf1d160a7d0
R6883,P,P,Parallel,Active,1200 Block 13 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0894216 51.0411746, -114.089895 51.0411878))",609043cd-4247-4353-acb8-79421df64f2d
R6922,X,X,Parallel,Active,2500 Block 12 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1198918 51.0620869, -114.1199124 51.0620843, -114.1199351 51.0620797, -114.1199566 51.0620734, -114.1203998 51.0619207))",6e16c6ca-d7d9-4b37-b2ae-97df21e174d3
R6923,NA,NA,Parallel,Active,00 Block RICHARD WY SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1310356 51.0057075, -114.1310183 51.0057077, -114.1309057 51.0057077, -114.1298258 51.005708, -114.1297829 51.0057069, -114.1297404 51.0057036, -114.1296985 51.005698))",2e2f4167-3404-4647-abfd-f20120417408
R6976,E,E,Parallel,Active,2500 Block CHEROKEE DR NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1195889 51.0843687, -114.1195966 51.0843711, -114.1196027 51.0843731, -114.1196087 51.0843753, -114.1196145 51.0843775, -114.1196202 51.0843799, -114.1196256 51.0843825, -114.1196308 51.084385, -114.1196358 51.0843876, -114.1196408 51.0843902, -114.1196457 51.0843929, -114.1196505 51.0843957, -114.1196556 51.0843988, -114.1196607 51.0844018, -114.1196658 51.0844048, -114.1196709 51.0844079, -114.119676 51.0844109, -114.1197639 51.0844621, -114.1198747 51.0845254, -114.1199913 51.0845931, -114.1201274 51.0846716, -114.1202397 51.0847363, -114.1203254 51.0847856, -114.1204139 51.0848364, -114.1204927 51.0848828))",053aca47-11e7-40b0-ac3d-4e752290cf3a
R6979,Y,Y,Parallel,Active,3900 Block VINCENT DR NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1430832 51.0891584, -114.1431664 51.0891416, -114.1432432 51.08913, -114.1433354 51.0891213, -114.1434055 51.0891177, -114.1434761 51.0891167, -114.1435687 51.0891164, -114.14373 51.0891168, -114.1438812 51.0891165, -114.1446135 51.0891173))",bf786e54-2ff6-42cb-ae23-d50d2f5bf5c5
R7008,S,S,Parallel,Active,3400 Block PARKDALE BV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1370625 51.0567643, -114.1384531 51.0567879))",149ffdb6-1801-4f5e-ade3-c3b633186977
R7009,S,S,Parallel,Active,3700 Block PARKDALE BV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1399516 51.0569242, -114.1411993 51.0570598))",4cadf5ba-f2b8-4dd3-89f9-9d984cdfe148
R7011,S,S,Parallel,Active,3400 Block 7 AV NW,Residential Street,E,0700-1700 MON-FRI,,,60,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1356619 51.0612706, -114.1357496 51.0613144, -114.1358423 51.0613608, -114.135942 51.0614087, -114.1360413 51.0614571, -114.1361212 51.0614961, -114.1361641 51.0615166))",315cb597-5b7d-426a-9a65-bfcfae85b23f
R7036,Z,Z,Parallel,Active,1700 Block 1 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1004951 51.0534459, -114.1022814 51.0534443))",55bf17f6-54f8-45b0-a570-f766e63daeb2
R7113,L,L,Parallel,Active,600 Block 3 AV NW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.077889 51.0593415, -114.0780911 51.0592207, -114.0786915 51.0588661))",68001931-e43a-4b0f-a1fd-b8dd16dc8b7b
R7161,O,O,Parallel,Active,2400 Block 23 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1158415 51.032894, -114.1159228 51.0328942, -114.1161414 51.0328932, -114.1163556 51.0328935, -114.1165936 51.032894, -114.1167311 51.0328935))",b285d78b-1c8b-409d-848d-b48ffc7508cb
R7192,RR,RR,Parallel,Active,3100 Block 13 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1311886 51.040544, -114.1313793 51.0405439, -114.1315888 51.0405433, -114.1319045 51.0405431, -114.1322404 51.0405424, -114.132355 51.0405423, -114.132411 51.0405423, -114.1324475 51.0405422, -114.1324697 51.0405422, -114.1324937 51.0405405, -114.1325191 51.0405364, -114.1325453 51.0405272, -114.1325639 51.0405161))",ca94e75f-dc2f-4cf4-9806-33feebf5cf99
R7231,R,R,Parallel,Active,1400 Block KLONDIKE AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0924058 50.9913831, -114.0924333 50.991383, -114.0925368 50.9913823, -114.0927148 50.991382, -114.0928425 50.9913826, -114.0930509 50.9913817, -114.0930871 50.9913822, -114.0932628 50.9913818, -114.0933819 50.9913823, -114.0936687 50.9913814, -114.0938015 50.9913813, -114.09391 50.9913808, -114.0940566 50.9913814, -114.094143 50.9913814, -114.0941768 50.9913814, -114.09419 50.9913811, -114.0942003 50.9913812, -114.0942116 50.9913809, -114.0942207 50.9913803, -114.0942294 50.9913794, -114.0942374 50.9913788, -114.0942445 50.9913779, -114.0942515 50.9913764, -114.0942585 50.9913752, -114.0942662 50.9913732, -114.0942734 50.9913715, -114.0942798 50.9913688))",f84d6acc-7781-491e-9094-c6fa9ed5226c
R7233,R,R,Parallel,Active,1400 Block 70 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0923356 50.9904728, -114.0924564 50.9904727, -114.0926299 50.9904721, -114.0927519 50.9904721, -114.0928913 50.9904724, -114.093107 50.9904723, -114.0933696 50.9904728, -114.093673 50.9904719, -114.0938681 50.9904718, -114.0940032 50.9904717, -114.0941167 50.9904715, -114.0942027 50.9904713, -114.0942215 50.9904705, -114.0942504 50.990467, -114.0942688 50.9904623))",7b5c151a-d585-4ac1-88a3-c44808786594
R7234,R,R,Parallel,Active,1200 Block 70 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0887091 50.990471, -114.0887215 50.9904736, -114.0887535 50.9904747, -114.088805 50.9904749, -114.0888605 50.9904747, -114.0889255 50.9904751, -114.0890067 50.9904747, -114.0890151 50.9904748, -114.0890462 50.9904747, -114.0891516 50.9904742, -114.0892612 50.9904743, -114.0893967 50.9904742, -114.0894789 50.9904743, -114.0895893 50.990474, -114.0897144 50.9904747, -114.0898473 50.9904742, -114.0899668 50.9904745, -114.0900599 50.9904741, -114.0901738 50.9904743, -114.0903148 50.9904742))",c5adb21b-28c4-4c42-805a-05d27387ea66
R7307,SDC,SDC,Parallel,Active,100 Block SUNVALE CR SE,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0521891 50.9012305, -114.0522648 50.9012152, -114.0523617 50.901194, -114.0524382 50.9011743, -114.0525505 50.9011456, -114.0526892 50.9011091, -114.0527126 50.9011037, -114.0527361 50.9010983, -114.0527596 50.9010929, -114.0527831 50.9010874, -114.0528066 50.901082, -114.0528242 50.901078, -114.0528419 50.901074, -114.0528596 50.9010701, -114.0528774 50.9010663, -114.0528952 50.9010627, -114.0529108 50.9010596, -114.0529265 50.9010568, -114.0529423 50.9010541, -114.0529581 50.9010514, -114.0529738 50.9010486, -114.0529854 50.9010464, -114.052997 50.9010441, -114.0530086 50.9010418, -114.0530202 50.9010395, -114.0530318 50.9010371, -114.0530395 50.9010355, -114.0530471 50.9010337, -114.0530546 50.9010317, -114.053062 50.9010296, -114.0530693 50.9010272, -114.0530753 50.9010249, -114.0530808 50.9010223, -114.0530859 50.9010193, -114.0530908 50.9010162, -114.0530955 50.9010129, -114.0531006 50.9010092, -114.0531054 50.9010055))",1d5bc9f3-2d25-4c0e-9211-c016b4215eaf
R7332,WHI,WHI,Parallel,Active,3800 Block WHITEHORN DR NE,Collector,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9787832 51.0848864, -113.9788449 51.0848861, -113.9788578 51.0848855, -113.9788894 51.0848829, -113.9789279 51.0848794, -113.9789784 51.0848763, -113.9790311 51.0848733, -113.9790836 51.0848701, -113.9791414 51.0848668, -113.9792025 51.0848636, -113.979267 51.0848619, -113.9793203 51.0848609, -113.9793875 51.0848586, -113.979498 51.0848573, -113.9796504 51.0848543, -113.9797778 51.0848515))",3da68756-2699-4fd6-907f-ac923afecb6a
R7387,RR,RR,Parallel,Active,2800 Block 12 AV SW,Residential Street,E,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1271377 51.0413718, -114.1271955 51.0413716, -114.1274004 51.041371, -114.1277185 51.0413705, -114.1277488 51.0413705, -114.1277816 51.0413703, -114.1278016 51.0413684))",8c0def30-673d-446f-8100-2833974cd534
