DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R4474,G,G,Parallel,Active,100 Block EDMONTON TRAIL NE,Residential Street,N,1510-1750 MON-FRI,,1510-1750 MON-FRI,NONE,1510-1750 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0501671 51.0528058, -114.050167 51.0522534))",cc6492b9-e1f0-4dee-9d5e-dcafc8231b75
R4475,G,G,Parallel,Active,100 Block EDMONTON TRAIL NE,Residential Street,N,1510-1750 MON-FRI,,1510-1750 MON-FRI,NONE,1510-1750 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0501672 51.0531538, -114.0501672 51.0529693))",20ff898e-dda6-454a-86b2-624ec5139aec
R6500,F,F,Parallel,Active,2500 Block 19 ST NW,Collector,N,1530-1800 MON-FRI,,1530-1800 MON-FRI,NONE,1530-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1061812 51.0754219, -114.1062016 51.0754061, -114.1062081 51.0753981, -114.1062128 51.0753896, -114.1062156 51.0753808, -114.1062165 51.0753718, -114.1062159 51.0743926, -114.1062155 51.0743864, -114.106214 51.0743803))",ca2954ac-9702-4c66-9c5c-43714dd9ebf7
R6501,F,F,Parallel,Active,2300 Block 19 ST NW,Collector,N,1530-1800 MON-FRI,,1530-1800 MON-FRI,NONE,1530-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1062004 51.0731628, -114.1062079 51.0731533, -114.1062134 51.0731434, -114.1062168 51.073133, -114.1062179 51.0731225, -114.1062171 51.0727917, -114.1062171 51.0727851, -114.1062164 51.0724667, -114.1062147 51.072454, -114.1062096 51.0724416, -114.1062014 51.07243, -114.1061836 51.0724146))",919fbf9b-0a57-44bf-8256-f2024b1a3a19
R6507,F,F,Parallel,Active,1900 Block 19 ST NW,Collector,N,1530-1800 MON-FRI,,1530-1800 MON-FRI,NONE,1530-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1061918 51.0695551, -114.1062015 51.0695431, -114.1062063 51.0695339, -114.1062093 51.0695243, -114.1062102 51.0695146, -114.1062096 51.0691825, -114.1062094 51.0691015, -114.1062094 51.0690718, -114.1062089 51.0688565, -114.1062076 51.0688455, -114.1062038 51.0688347, -114.1061976 51.0688243, -114.1061891 51.0688147, -114.1061784 51.0688059))",d4ad52a8-ca0a-4e44-aefa-40b1130e827f
R7900,K,K,Parallel,Active,300 Block 11 ST NW,Residential Street,N,"1600-2200 SUN-FRI,0800-2200 SAT",,,NONE,"1600-2200 SUN-FRI,0800-2200 SAT",FR,NW,"MULTILINESTRING ((-114.0887465 51.055306, -114.0887225 51.0541375))",caea7d05-b5a1-43f4-b839-21ae93a3ba44
R7903,K,K,Parallel,Active,200 Block 11 ST NW,Residential Street,N,"1600-2200 SUN-FRI,0800-2200 SAT","1600-2200 SUN-FRI,0800-2200 SAT",,NONE,"1600-2200 SUN-FRI,0800-2200 SAT",FR,NW,"MULTILINESTRING ((-114.0887225 51.0541375, -114.088702 51.053145))",51d6be8c-ec1c-4b23-8ca7-75d9f955173e
R7892,F,F,Parallel,Active,900 Block CRESCENT RD NW,Residential Street,N,"2200-2359 MON-SUN,0001-0800 MON-SUN",,"2200-2359 MON-SUN,0001-0800 MON-SUN",NONE,"2200-2359 MON-SUN,0001-0800 MON-SUN",FR,NW,"MULTILINESTRING ((-114.0831324 51.0602034, -114.0829774 51.0600582, -114.0829396 51.0600253, -114.0828985 51.0599939, -114.0828543 51.0599643, -114.082807 51.0599367))",086ad51c-a3d5-4e20-91fb-a060f43715ca
R7894,F,F,Parallel,Active,900 Block CRESCENT RD NW,Residential Street,N,"2200-2359 MON-SUN,0001-0800 MON-SUN",,"2200-2359 MON-SUN,0001-0800 MON-SUN",NONE,"2200-2359 MON-SUN,0001-0800 MON-SUN",FR,NW,"MULTILINESTRING ((-114.0806463 51.0607108, -114.0806843 51.0606832, -114.0806986 51.0606694, -114.080711 51.0606549, -114.0811413 51.0600971, -114.0811816 51.0600493, -114.0812274 51.0600034, -114.0812784 51.0599597, -114.0813342 51.0599185, -114.0813947 51.0598799, -114.0814595 51.0598442, -114.0815282 51.0598116, -114.0816006 51.0597822, -114.0816761 51.0597561, -114.081754 51.0597339, -114.0818346 51.0597157, -114.0819171 51.0597017))",3ca1018d-359e-42a3-ad08-f175c6b7b8a0
R613,K,K,Parallel,Active,300 Block 11 ST NW,Residential Street,S,"0001-1559 SUN-FRI,0001-0759 MON-SUN,2201-2359 SAT",,,60,"0001-1559 SUN-FRI,0001-0759 SAT, 2201-2359 SAT",FR,NW,"MULTILINESTRING ((-114.0888597 51.0541523, -114.0888863 51.0555826, -114.0888872 51.0556144))",ab7dbab6-4a8d-4267-b3ce-e0aa12e7d06b
R7119,K,K,Parallel,Active,200 Block 11 ST NW,Residential Street,S,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",,,60,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",FR,NW,"MULTILINESTRING ((-114.0888394 51.0531387, -114.0888579 51.0541311))",882683f5-388c-4976-a6c7-8ce2f310c42c
R3561,G,G,Parallel,Active,400 Block 8 ST NE,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0430868 51.0547776, -114.043091 51.05597))",e58a0efd-fb1c-41d5-8079-e21c3ce34e41
R3755,Z,Z,Parallel,Active,00 Block 16 ST NW,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,NW,"MULTILINESTRING ((-114.0982666 51.0516556, -114.098267 51.0519479))",dc2b8ea8-e08a-424a-b28b-9e2f6c6a9925
R3966,M,M,Parallel,Active,800 Block 2 ST NE,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0576913 51.058958, -114.0576919 51.0592764))",087bb01b-27e4-4e0b-8012-cc7ad95e690f
R3998,M,M,Parallel,Active,800 Block 2 ST NE,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0576951 51.0593349, -114.0576944 51.0594768, -114.0576938 51.0596074))",eb133b23-5ff8-478f-ab93-71db294bf8fc
R4074,M,M,Parallel,Active,1300 Block 1 ST NE,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0600038 51.0635551, -114.0600028 51.0637184))",e85806c7-5ce1-4819-829f-c8e9d708387b
R5058,R,R,Parallel,Active,7800 Block CALLA DONNA PL SW,Residential Street,S,0001-2359 MON-FRI,,,120,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0894975 50.9841115, -114.0895452 50.984123, -114.0895909 50.9841447, -114.0896139 50.9841706, -114.0896281 50.984212, -114.0896214 50.9842387, -114.0896042 50.9842626, -114.0895976 50.9842695, -114.0895684 50.9843094, -114.0895505 50.9843527, -114.08954 50.9843843, -114.089539 50.9843927, -114.0895344 50.9844485, -114.0895335 50.9844891, -114.0895329 50.9845725, -114.0895336 50.98463, -114.0895329 50.9846968, -114.0895331 50.9847234, -114.0895334 50.9847713, -114.0895324 50.9848981, -114.0895321 50.9850277, -114.0895324 50.9851153, -114.0895319 50.9851869, -114.0895307 50.9852678, -114.0895318 50.9853171, -114.0895319 50.9853208, -114.0895322 50.9853674, -114.0895321 50.9854047, -114.0895365 50.9854359, -114.0895461 50.9854571))",a535e4f2-a48e-440a-b751-acddd55343d6
R5173,KK,KK,Parallel,Active,6800 Block 4A ST SW,Collector,S,0001-2359 MON-FRI,,,60,NONE,FR,SW,"MULTILINESTRING ((-114.0740622 50.9928158, -114.0740619 50.9930485))",fd30effc-e9a6-4b2e-9d3f-8325d876b681
R6739,EE,EE,Parallel,Active,4400 Block RICHARDSON RD SW,Residential Street,S,0001-2359 MON-FRI,0001-2359 MON-FRI,,NONE,0001-2359 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1361057 51.0148722, -114.136049 51.0149145, -114.1359928 51.0149564, -114.1359468 51.0149897, -114.1358639 51.0150518, -114.1357606 51.0151281, -114.1356919 51.0151792, -114.1356062 51.0152453, -114.135536 51.0152985, -114.1354682 51.0153526, -114.1354204 51.0153912, -114.1353741 51.0154284, -114.1353216 51.0154718, -114.1352804 51.0155039, -114.1352426 51.0155327, -114.1352042 51.0155627, -114.1351731 51.0155857, -114.1351448 51.0156069, -114.1350908 51.0156477, -114.1350103 51.0157099, -114.1349828 51.0157315, -114.1349827 51.0157316))",07f7903e-9a0e-47bf-8b97-39f02f635813
R7952,P,P,Parallel,Active,1800 Block 8 ST SW,Collector,S,0001-2359 MON-FRI,,,30,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0819072 51.0362157, -114.0819133 51.0362308, -114.0819143 51.0362396, -114.0819165 51.0364459))",185c6dda-d248-4f81-bf58-f1c66153fab0
R7983,QQ,QQ,Parallel,Active,14700 Block 5 ST SW,Residential Street,S,0001-2359 MON-FRI,0001-2359 MON-FRI,,NONE,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0732342 50.9212045, -114.0732247 50.921176, -114.0731613 50.920987, -114.0730419 50.9206288))",49807046-80eb-4e4f-9721-331edcf14cd4
R7984,QQ,QQ,Parallel,Active,14700 Block 5 ST SW,Residential Street,S,0001-2359 MON-FRI,0001-2359 MON-FRI,,NONE,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0729688 50.9204098, -114.0729484 50.9203485, -114.0727576 50.9197765))",58b640fd-7ec1-471f-9ebb-f7a2d6f2a079
R4716,SPR,SPR,Parallel,Active,600 Block 36 ST SW,Residential Street,S,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.1398074 51.0459923, -114.1398122 51.0475836, -114.1398251 51.0476101))",b7d7a9ad-0668-4299-9860-677854677218
R4717,SPR,SPR,Parallel,Active,700 Block POPLAR RD SW,Residential Street,S,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.1369145 51.04514, -114.136912 51.0451538, -114.1369108 51.0451727, -114.1369115 51.0451978, -114.1369113 51.0452146, -114.1369116 51.0452608, -114.1369097 51.0452871, -114.1369067 51.0453543, -114.136904 51.0454056, -114.1368977 51.0454654, -114.1368925 51.0455278, -114.1368854 51.0455892, -114.1368771 51.045655, -114.1368667 51.0457073, -114.1368558 51.0457598, -114.1368463 51.0458102, -114.1368438 51.0458394))",239c5646-3b63-4b32-a82c-cea79f2b4b41
R7164,SPR,SPR,Parallel,Active,700 Block 36 ST SW,Residential Street,S,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.139806 51.0455364, -114.1398074 51.0459923))",af87b6ba-c360-439a-af25-1229d6a4e290
R1104,M,M,Parallel,Active,600 Block 1 ST NE,Residential Street,S,0001-2359 MON-SUN,,,EOC Permit,0001-2359,FR,NE,"MULTILINESTRING ((-114.060138 51.0575294, -114.060139 51.0577552, -114.0601389 51.05783))",55a06342-fced-4f76-b1e7-5ddbfdccbf0c
R1254,KI,KI,Parallel,Active,2000 Block 33 ST SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1355552 51.0348101, -114.1355557 51.0361213))",da5fc29f-2800-4c23-b2ae-94e45278fc43
R1308,L,L,Parallel,Active,300 Block 9A ST NW,Collector,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.0845753 51.0551233, -114.0845769 51.0552375))",e4aaf324-78e8-4717-a096-5bdf882721a0
R1867,RR,RR,Parallel,Active,1700 Block 32 ST SW,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,SW,"MULTILINESTRING ((-114.1341422 51.0379277, -114.1341427 51.0381988))",84b4580b-a08c-4933-9f07-5907d3f7b448
R2233,D,D,Parallel,Active,1200 Block SALISBURY AV SE,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,SE,"MULTILINESTRING ((-114.0460428 51.0380323, -114.0456313 51.0388228))",0b6527aa-7c35-48c8-bde1-9053caee555a
R2250,D,D,Parallel,Active,1000 Block MAGGIE ST SE,Residential Street,S,0001-2359 MON-SUN,,,30,NONE,FR,SE,"MULTILINESTRING ((-114.0427883 51.0410289, -114.042802 51.0411119))",3b0d2998-71fc-4e2f-a4a8-8e2942d629d2
R2387,AUB,AUB,Parallel,Active,00 Block AUBURN BAY PA SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9604071 50.8834272, -113.9605232 50.8836847, -113.9606229 50.8839019, -113.960721 50.8841268, -113.9607634 50.8842383, -113.960791 50.8843229, -113.9608193 50.8844245))",8f94a82b-b5b8-4297-bb5b-bd287d5f2859
R2722,AAA,AAA,Parallel,Active,100 Block 9 ST NE,Residential Street,S,0001-2359 MON-SUN,,,30,NONE,FR,NE,"MULTILINESTRING ((-114.0404496 51.0524588, -114.0404498 51.0527699))",d3e62795-8ffa-490c-8c6d-d71ca974a457
R2724,AAA,AAA,Parallel,Active,100 Block 8A ST NE,Residential Street,S,0001-2359 MON-SUN,,,30,NONE,FL,NE,"MULTILINESTRING ((-114.041623 51.052764, -114.0416229 51.0524633))",8dfa18d7-d09d-40ce-acb6-68a7b7026edf
R2745,AAA,AAA,Parallel,Active,100 Block 9A ST NE,Residential Street,S,0001-2359 MON-SUN,,,30,NONE,FR,NE,"MULTILINESTRING ((-114.0390985 51.0524832, -114.0390983 51.052742))",ee0a9029-edd9-4c4d-b99b-1217e9134b30
R2782,O,O,Parallel,Active,2500 Block 22 ST SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1137351 51.0313491, -114.1137349 51.0313542, -114.1137353 51.0313658, -114.1137342 51.0313795, -114.1137348 51.0314592, -114.1137345 51.0315412, -114.1137337 51.0316477, -114.1137325 51.0317499, -114.1137324 51.0318092, -114.1137315 51.0318741, -114.1137326 51.0319281, -114.1137328 51.0319805, -114.1137329 51.0319854, -114.1137333 51.0320078, -114.1137363 51.032022))",03904fb8-51ab-4525-96e0-a9cbda60453f
R2793,O,O,Parallel,Active,2100 Block 19 ST SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.106364 51.0347028, -114.1063622 51.0347261, -114.1063622 51.0348093, -114.1063624 51.0349266, -114.1063656 51.0350364, -114.1063671 51.0351246, -114.1063666 51.0351976, -114.1063654 51.0352824, -114.1063633 51.0353181, -114.1063633 51.0353194, -114.1063634 51.0353521))",688680e1-fa8b-4b57-8648-101823452bb8
R2814,O,O,Parallel,Active,2100 Block 22 ST SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1137428 51.0347268, -114.1137394 51.0347584, -114.11374 51.0348103, -114.1137409 51.0348762, -114.1137405 51.0349184, -114.1137412 51.0349462))",8dcd9652-e304-41dc-b3ef-c4a96aeaf799
R2864,S,S,Parallel,Active,400 Block 28 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1279185 51.0554224, -114.1279187 51.0558707))",f7acea9c-0a5a-4fcb-90e1-4df730137c7f
R2904,H,H,Parallel,Active,2000 Block ULSTER RD NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1271471 51.0708638, -114.1271827 51.0709143, -114.1272387 51.0709898, -114.1272477 51.071002, -114.1273155 51.0710818, -114.1273772 51.0711546, -114.1274333 51.0712213, -114.1275144 51.0713147, -114.1276019 51.0714154, -114.1276592 51.0714817, -114.1276684 51.0714924, -114.1276776 51.0715032, -114.1276868 51.071514, -114.1276909 51.0715189, -114.1276959 51.0715248, -114.1277463 51.0715801))",31072c8e-c3b1-4fd9-9942-7d37efe435f7
R3043,X,X,Parallel,Active,1300 Block WINDSOR ST NW,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,NW,"MULTILINESTRING ((-114.1219018 51.0619414, -114.1218889 51.0619605, -114.1218763 51.0619963, -114.121865 51.0620412, -114.1218551 51.0620946, -114.1218473 51.0621734, -114.1218473 51.0622421, -114.1218534 51.0623108, -114.1218652 51.062377, -114.1218881 51.062459, -114.1219069 51.0625096, -114.1219328 51.0625672, -114.1219612 51.0626205, -114.1220075 51.0626936, -114.1220423 51.062741, -114.1220951 51.0628043, -114.1224823 51.0632502))",dab8203a-c01e-44da-a3e7-f86f15bc6f21
R3046,X,X,Parallel,Active,1300 Block HAMILTON ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1199742 51.0623274, -114.1211018 51.0636268))",7dda384e-15d2-437d-81c6-a27801cab478
R3080,X,X,Parallel,Active,2500 Block TORONTO CR NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.118954 51.060336, -114.1189092 51.0603839, -114.1188705 51.0604337, -114.1188379 51.0604853, -114.1188118 51.0605383, -114.1187922 51.0605924, -114.1187793 51.0606473, -114.1187732 51.0607027, -114.1187738 51.0607581, -114.1187821 51.0608243, -114.1187973 51.0608899, -114.1188192 51.0609548, -114.1188425 51.0610045, -114.1188723 51.0610528, -114.1189087 51.0610994))",c3895601-8769-4f0d-a087-ea6213ff7db1
R3082,X,X,Parallel,Active,2900 Block TORONTO CR NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1295904 51.0625495, -114.1295914 51.0627682))",7535d000-0c8f-4e68-83d0-27fa2e7d7295
R3102,CFC,CFC,Parallel,Active,00 Block BURMA STAR RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1330746 51.0168505, -114.1331277 51.01689, -114.1331763 51.0169316, -114.1332204 51.0169752, -114.1332596 51.0170207, -114.1332614 51.0170235, -114.1332624 51.0170264, -114.1332626 51.0170295))",b7007517-2f06-425b-ad91-a6b2efdf3932
R3115,MRT,MRT,Parallel,Active,00 Block MARTHA'S HAVEN GD NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-113.9671713 51.1186546, -113.96717 51.1186648, -113.9671707 51.118675, -113.9671734 51.118685, -113.9672547 51.118908, -113.9672604 51.1189197, -113.9672688 51.1189307, -113.9672796 51.1189408, -113.9672926 51.1189498, -113.9673076 51.1189575))",9dd29716-c804-49cf-8e29-7023f3b2552e
R3119,MRT,MRT,Parallel,Active,00 Block MARTINVIEW CR NE,Residential Street,S,0001-2359 MON-SUN,,,1,NONE,FR,NE,"MULTILINESTRING ((-113.9599736 51.1121114, -113.9599743 51.1121812))",10090d2c-2e69-48fd-9a04-e317eb8325e3
R3172,S,S,Parallel,Active,800 Block 37 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1412747 51.0653628, -114.1412749 51.0657721, -114.1412765 51.0658134, -114.1412781 51.0658212))",f2786d2d-f5b3-4ad3-9fe1-270168f500f9
R3208,S,S,Parallel,Active,700 Block 29 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1295925 51.0571194, -114.1295925 51.0571201, -114.1295917 51.057152, -114.1295914 51.0572067, -114.1295922 51.0572747, -114.1295933 51.0573316, -114.1295933 51.0573828, -114.1295926 51.0574307, -114.1295936 51.057497, -114.1295941 51.0575614, -114.129594 51.0576131, -114.1295937 51.0576696, -114.1295933 51.0577293, -114.1295936 51.0577958, -114.1295942 51.0578457, -114.1295949 51.0578992, -114.1295949 51.0579443, -114.1295943 51.0579926, -114.1295952 51.0580534, -114.1295956 51.0581124, -114.1295961 51.0581771, -114.1295958 51.0582374, -114.1295957 51.0582891, -114.1295955 51.0583312, -114.1295956 51.0583728, -114.1295964 51.0584094))",22244217-d757-4573-9f4d-e246cb120bd3
R3226,S,S,Parallel,Active,600 Block 28 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1279142 51.0574032, -114.1279139 51.0574597, -114.1279142 51.0575878, -114.1279141 51.057691, -114.1279143 51.0576952, -114.1279145 51.0576995, -114.1279148 51.0577038, -114.127915 51.0577081, -114.1279153 51.0577123, -114.127916 51.0577166, -114.1279175 51.0577207))",84499241-b547-4c49-8fb4-5a2248c74064
R3270,S,S,Perpendicular,Active,00 Block PARKDALE CR NW,Residential Street,S,0001-2359 MON-SUN,,,15,NONE,RR,NW,"MULTILINESTRING ((-114.136428 51.0579309, -114.1362731 51.0580555))",fc050912-0b63-43d0-9a90-163a9d5426bd
R3289,S,S,Parallel,Active,400 Block 28 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1279183 51.0551311, -114.1279184 51.0553808))",ce43f79a-ad76-4149-8c90-5e6a5b9db1f8
R3637,EE,EE,Parallel,Active,00 Block GALBRAITH DR SW,Residential Street,S,0001-2359 MON-SUN,,,30,NONE,FR,SW,"MULTILINESTRING ((-114.1448457 51.0094604, -114.1447696 51.0095561, -114.144638 51.0097198, -114.144534 51.0098492, -114.1444354 51.0099707, -114.1443276 51.010102, -114.144226 51.0102301, -114.1441362 51.0103405, -114.1440089 51.0105003, -114.1439259 51.0106031, -114.1438448 51.0107029, -114.1438194 51.0107343, -114.1437635 51.0108034, -114.1437028 51.0108792, -114.143637 51.0109599, -114.1435393 51.0110812, -114.1434652 51.0111729, -114.1433765 51.0112824, -114.1432935 51.0113865, -114.1431942 51.0115088, -114.1430932 51.0116355, -114.1430892 51.0116403, -114.142995 51.0117553, -114.1429153 51.0118584, -114.1428891 51.0119082, -114.1428698 51.0119659, -114.1428648 51.0119979))",cabfe72e-57c9-4ed4-a913-68b3402092ae
R3298,P,P,Parallel,Active,1900 Block 13 ST SW,Residential Street,S,0001-2359 MON-SUN,,,180,NONE,FR,SW,"MULTILINESTRING ((-114.0931306 51.0343781, -114.0931296 51.0343816, -114.0931292 51.0343851, -114.0931294 51.0343911, -114.0931299 51.034397, -114.0931305 51.0344029, -114.093131 51.0344089, -114.0931313 51.0344148, -114.0931314 51.0344231, -114.0931316 51.0344314, -114.0931317 51.0344396, -114.0931318 51.0344479, -114.0931318 51.0344562, -114.0931317 51.0344608, -114.0931317 51.0344655, -114.0931316 51.0344701, -114.0931315 51.0344748, -114.0931313 51.0344794, -114.0931316 51.0344858, -114.0931318 51.0344923, -114.093132 51.0344987, -114.0931322 51.0345051, -114.0931324 51.0345116, -114.0931326 51.0345205, -114.0931328 51.0345295, -114.0931329 51.0345385, -114.0931329 51.0345475, -114.0931329 51.0345565, -114.0931328 51.034564, -114.0931326 51.0345715, -114.0931323 51.034579, -114.0931321 51.0345865, -114.0931319 51.034594, -114.0931319 51.0346071, -114.093132 51.0346203, -114.0931321 51.0346334, -114.0931321 51.0346465, -114.0931321 51.0346596, -114.093132 51.0346701, -114.0931318 51.0346805, -114.0931316 51.034691, -114.0931315 51.0347014, -114.0931314 51.0347119, -114.0931316 51.0347243, -114.093132 51.0347367, -114.0931324 51.034749, -114.0931328 51.0347614, -114.0931331 51.0347738, -114.0931333 51.0347937, -114.0931335 51.0348135, -114.0931337 51.0348334, -114.0931338 51.0348532, -114.0931338 51.0348731, -114.0931337 51.0348893, -114.0931335 51.0349056, -114.0931333 51.0349218, -114.0931332 51.0349381, -114.0931331 51.0349543, -114.093133 51.0349679, -114.093133 51.0349815, -114.093133 51.0349951, -114.093133 51.0350087, -114.0931331 51.0350223, -114.0931332 51.0350404, -114.0931334 51.0350584, -114.0931336 51.0350765, -114.0931338 51.0350946, -114.093134 51.0351127, -114.0931339 51.0351258, -114.0931338 51.0351389, -114.0931336 51.035152, -114.0931334 51.0351652, -114.0931334 51.0351783, -114.0931334 51.0351887, -114.0931335 51.035199, -114.0931335 51.0352094, -114.0931336 51.0352197, -114.0931336 51.0352301, -114.0931335 51.0352458, -114.0931334 51.0352615, -114.0931332 51.0352771, -114.0931331 51.0352928, -114.0931331 51.0353085, -114.0931331 51.0353217, -114.0931332 51.0353349, -114.0931334 51.0353481, -114.0931335 51.0353613, -114.0931336 51.0353745, -114.0931336 51.0353861, -114.0931335 51.0353977, -114.0931335 51.0354093, -114.0931335 51.035421, -114.0931335 51.0354326, -114.0931334 51.035445, -114.0931333 51.0354573, -114.0931333 51.0354697, -114.0931332 51.0354821, -114.0931332 51.0354944, -114.0931331 51.0355067, -114.093133 51.0355189, -114.0931329 51.0355311, -114.0931328 51.0355434, -114.0931328 51.0355556, -114.0931327 51.035569, -114.0931327 51.0355824, -114.0931326 51.0355958, -114.0931326 51.0356091, -114.0931325 51.0356225, -114.0931326 51.0356323, -114.0931326 51.0356421, -114.0931327 51.0356519, -114.0931327 51.0356616, -114.0931327 51.0356714, -114.0931326 51.0356818, -114.0931325 51.0356921, -114.0931324 51.0357024, -114.0931322 51.0357127, -114.0931321 51.035723, -114.0931321 51.0357324, -114.093132 51.0357418, -114.093132 51.0357511, -114.093132 51.0357605, -114.0931321 51.0357698, -114.0931321 51.0357731, -114.0931325 51.0357764, -114.093133 51.0357797, -114.0931338 51.035783, -114.0931349 51.0357863, -114.0931354 51.0357878, -114.0931361 51.0357893, -114.0931368 51.0357907, -114.0931375 51.0357922, -114.0931383 51.0357936, -114.0931387 51.0357943, -114.0931392 51.035795, -114.0931397 51.0357956, -114.0931402 51.0357963, -114.0931409 51.0357969, -114.0931441 51.0357996, -114.0931476 51.035802, -114.0931514 51.0358043, -114.0931547 51.035806))",e7e10428-c2ea-4dbd-bc8e-8fe631fa45c6
R3544,G,G,Parallel,Active,100 Block 7 ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.0457479 51.0525977, -114.045748 51.0531637))",f3d3e902-c77d-4ae7-99fe-e698a3e87e88
R3545,G,G,Parallel,Active,200 Block 7 ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.045748 51.053362, -114.0457471 51.0545623))",c112e1ca-cdaf-49b8-8689-b43fd7782026
R3547,G,G,Parallel,Active,200 Block 7A ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.044421 51.0533682, -114.0444208 51.0536161))",2bb7037b-d037-4fe7-84db-542d31ff7fd8
R3549,G,G,Parallel,Active,400 Block 9A ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.0390975 51.0548618, -114.0390966 51.0559469))",7bbfecde-f53b-446a-9629-102ee2e16e8b
R3551,G,G,Parallel,Active,200 Block 10 ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.0377945 51.0533409, -114.0377934 51.0545412))",c1347632-17fc-4f1d-877e-f415665f5023
R3554,G,G,Parallel,Active,00 Block  MCDOUGALL COURT NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.0465661 51.0500208, -114.0465658 51.0503482))",81673007-980e-4bcf-a32f-740f9d5767e0
R3558,G,G,Parallel,Active,200 Block 8A ST NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-114.0417574 51.0543324, -114.0417572 51.054555))",03ef8ab5-658f-44c9-a1cd-f80a03e40a20
